X,Y,OBJECTID,project,Farm,Lat,Long,Depth,Depthcode,pH,N,OC,P,Ca,Mg,K,Na,Zn,Cu,Mn,Fe
9.75800000000004,6.73100000000005,1,ISRIC legacy profile data,CM1868_282,6.731,9.758,0-11,1,6.1,0.1197183,1.7,0,0,0,0,0,0,0,0,0
14.451667,12.056944,2,ISRIC legacy profile data,CM26998_8.14,12.056944,14.451667,0-4,1,8.9,0.0339474,0.258,0,0,0,0,0,0,0,0,0
10.5265000000001,11.683,3,ISRIC legacy profile data,NG12067_Ba15a-1,11.683,10.5265,0-17,1,5.8,0,0,0,0,0,0,0,0,0,0,0
10.58,11.83,4,ISRIC legacy profile data,NG12067_Ba15a-2,11.83,10.58,0-33,1,7.5,0,0,0,0,0,0,0,0,0,0,0
10.02,11.4370000000001,5,ISRIC legacy profile data,NG12067_Ba15a-3,11.437,10.02,0-14,1,7.5,0,0,0,0,0,0,0,0,0,0,0
10.0600000000001,11.8430000000001,6,ISRIC legacy profile data,NG12067_Ba15b-1,11.843,10.06,0-8,1,7.4,0,0,0,0,0,0,0,0,0,0,0
10.4950000000001,11.6130000000001,7,ISRIC legacy profile data,NG12067_Ba15g-2,11.613,10.495,0-22,1,7.9,0,0,0,0,0,0,0,0,0,0,0
10.438,11.5400000000001,8,ISRIC legacy profile data,NG12067_Ba15g-3,11.54,10.438,0-25,1,7.2,0,0,0,0,0,0,0,0,0,0,0
10.314,11.3320000000001,9,ISRIC legacy profile data,NG12067_Ba18a-1,11.332,10.314,0-8,1,5.8,0,0,0,0,0,0,0,0,0,0,0
10.4680000000001,11.3440000000001,10,ISRIC legacy profile data,NG12067_Ba18a-2,11.344,10.468,0-24,1,7.6,0,0,0,0,0,0,0,0,0,0,0
10.5050000000001,11.285,11,ISRIC legacy profile data,NG12067_Ba18a-3,11.285,10.505,0-10,1,7.3,0,0,0,0,0,0,0,0,0,0,0
10.474,11.155,12,ISRIC legacy profile data,NG12067_Ba18a-4,11.155,10.474,0-16,1,7.2,0,0,0,0,0,0,0,0,0,0,0
10.76,10.3650000000001,13,ISRIC legacy profile data,NG12067_Ba18a-7,10.365,10.76,0-18,1,6.2,0.0290323,0.54,0,0,0,0,0,0,0,0,0
9.47400000000005,10.22,14,ISRIC legacy profile data,NG12067_Ba18d-10,10.22,9.474,0-9,1,5.3,0.0299625,0.8,0,0,0,0,0,0,0,0,0
9.89000000000004,10.3000000000001,15,ISRIC legacy profile data,NG12067_Ba18d-5,10.3,9.89,0-16,1,7.8,0,0,0,0,0,0,0,0,0,0,0
10.9180000000001,10.3050000000001,16,ISRIC legacy profile data,NG12067_Ba18d-6,10.305,10.918,0-12,1,7.7,0,0,0,0,0,0,0,0,0,0,0
11.237,10.275,17,ISRIC legacy profile data,NG12067_Ba19a-1,10.275,11.237,0-15,1,7.5,0,0,0,0,0,0,0,0,0,0,0
11.215,10.4400000000001,18,ISRIC legacy profile data,NG12067_Ba19a-15,10.44,11.215,0-18,1,8.7,0,0,0,0,0,0,0,0,0,0,0
11.2740000000001,10.2790000000001,19,ISRIC legacy profile data,NG12067_Ba19a-2,10.279,11.274,0-15,1,7.4,0,0,0,0,0,0,0,0,0,0,0
11.3000000000001,10.2740000000001,20,ISRIC legacy profile data,NG12067_Ba19a-3,10.274,11.3,0-3,1,6,0,0,0,0,0,0,0,0,0,0,0
11.7350000000001,10.3800000000001,21,ISRIC legacy profile data,NG12067_Ba19a-5,10.38,11.735,0-13,1,6.5,0,0,0,0,0,0,0,0,0,0,0
9.95000000000005,9.97000000000003,22,ISRIC legacy profile data,NG12067_Ba22c-11,9.97,9.95,0-9,1,5.6,0,0,0,0,0,0,0,0,0,0,0
8.95000000000005,10.53,23,ISRIC legacy profile data,NG12067_Ba22c-13,10.53,8.95,0-6,1,6.3,0.0188791,0.64,0,0,0,0,0,0,0,0,0
9.59000000000003,10.33,24,ISRIC legacy profile data,NG12067_Ba22c-15,10.33,9.59,0-10,1,6,0.0217984,0.8,0,0,0,0,0,0,0,0,0
8.94000000000005,10.9800000000001,25,ISRIC legacy profile data,NG12067_Ba22c-17,10.98,8.94,0-8,1,5.7,0.0413284,1.12,0,0,0,0,0,0,0,0,0
9.35000000000002,10.95,26,ISRIC legacy profile data,NG12067_Ba22c-3,10.95,9.35,0-18,1,6.6,0,0.94,0,0,0,0,0,0,0,0,0
9.59000000000003,11.1100000000001,27,ISRIC legacy profile data,NG12067_Ba22c-4,11.11,9.59,0-13,1,6,0,0.38,0,0,0,0,0,0,0,0,0
9.41200000000003,11.2110000000001,28,ISRIC legacy profile data,NG12067_Ba22c-5,11.211,9.412,0-15,1,6.1,0,1.5,0,0,0,0,0,0,0,0,0
9.02000000000004,10.58,29,ISRIC legacy profile data,NG12067_Ba22c-6,10.58,9.02,0-32,1,5.8,0,0.6,0,0,0,0,0,0,0,0,0
9.83100000000007,10.3800000000001,30,ISRIC legacy profile data,NG12067_Ba22c-7,10.38,9.831,0-6,1,7.2,0,0,0,0,0,0,0,0,0,0,0
10.434,10.462,31,ISRIC legacy profile data,NG12067_Ba2a-1,10.462,10.434,0-12,1,5,0.0490196,1.25,0,0,0,0,0,0,0,0,0
10.4040000000001,10.409,32,ISRIC legacy profile data,NG12067_Ba2a-2,10.409,10.404,0-16,1,6.2,0.013986,0.6,0,0,0,0,0,0,0,0,0
10.429,10.4440000000001,33,ISRIC legacy profile data,NG12067_Ba2a-3,10.444,10.429,0-10,1,5.5,0.035014,1.25,0,0,0,0,0,0,0,0,0
10.395,10.4200000000001,34,ISRIC legacy profile data,NG12067_Ba2a-6,10.42,10.395,0-25,1,6.7,0.0140187,0.15,0,0,0,0,0,0,0,0,0
10.4,10.3800000000001,35,ISRIC legacy profile data,NG12067_Ba2b-3,10.38,10.4,0-4,1,6.3,0.2115385,0.55,0,0,0,0,0,0,0,0,0
11.84,12.03,36,ISRIC legacy profile data,NG12067_Bo15a-1,12.03,11.84,0-20,1,5.9,0,0.08,0,0,0,0,0,0,0,0,0
11.8800000000001,12.85,37,ISRIC legacy profile data,NG12067_Bo15a-11,12.85,11.88,0-24,1,8.1,0.0280374,0.3,0,0,0,0,0,0,0,0,0
13.59,11.5500000000001,38,ISRIC legacy profile data,NG12067_Bo15a-12,11.55,13.59,0-16,1,6.3,0.1153846,0.3,0,0,0,0,0,0,0,0,0
13.27,12.46,39,ISRIC legacy profile data,NG12067_Bo15a-13,12.46,13.27,0-7,1,6.5,0.06,0.3,0,0,0,0,0,0,0,0,0
13.1800000000001,12.4400000000001,40,ISRIC legacy profile data,NG12067_Bo15a-14,12.44,13.18,0-15,1,6.9,0.04,0.3,0,0,0,0,0,0,0,0,0
13.35,12.4350000000001,41,ISRIC legacy profile data,NG12067_Bo15a-15,12.435,13.35,0-13,1,5.3,0.05,0.5,0,0,0,0,0,0,0,0,0
11.9400000000001,12.9400000000001,42,ISRIC legacy profile data,NG12067_Bo15a-16,12.94,11.94,0-21,1,6.8,0.0149701,0.25,0,0,0,0,0,0,0,0,0
12.5600000000001,13.095,43,ISRIC legacy profile data,NG12067_Bo15a-19,13.095,12.56,0-48,1,9.3,0.03,0.3,0,0,0,0,0,0,0,0,0
12.3600000000001,11.77,44,ISRIC legacy profile data,NG12067_Bo15a-2,11.77,12.36,0-20,1,6.1,0.0166667,0.4,0,0,0,0,0,0,0,0,0
11.8000000000001,11.717,45,ISRIC legacy profile data,NG12067_Bo15a-20,11.717,11.8,0-20,1,5.3,0.0196078,0.4,0,0,0,0,0,0,0,0,0
11.7900000000001,12.15,46,ISRIC legacy profile data,NG12067_Bo15a-2b,12.15,11.79,0-30,1,5.2,0.0239521,0.4,0,0,0,0,0,0,0,0,0
11.4,12.6,47,ISRIC legacy profile data,NG12067_Bo15a-4,12.6,11.4,0-27,1,5.6,0.019802,0.4,0,0,0,0,0,0,0,0,0
12.96,11.85,48,ISRIC legacy profile data,NG12067_Bo15a-6,11.85,12.96,0-14,1,6.3,0.0215569,0.36,0,0,0,0,0,0,0,0,0
12.7500000000001,11.84,49,ISRIC legacy profile data,NG12067_Bo15a-7,11.84,12.75,0-18,1,5.8,0.0173913,0.48,0,0,0,0,0,0,0,0,0
13.47,12.4,50,ISRIC legacy profile data,NG12067_Bo15a-8,12.4,13.47,0-6,1,6.8,0.04,0.4,0,0,0,0,0,0,0,0,0
13.2900000000001,11.7350000000001,51,ISRIC legacy profile data,NG12067_Bo15c-10,11.735,13.29,0-15,1,6.1,0.0224719,0.6,0,0,0,0,0,0,0,0,0
11.722,12.277,52,ISRIC legacy profile data,NG12067_Bo15c-11,12.277,11.722,0-17,1,6,0.0535714,0.3,0,0,0,0,0,0,0,0,0
11.3200000000001,11.5000000000001,53,ISRIC legacy profile data,NG12067_Bo15c-3,11.5,11.32,0-20,1,6.6,0.0429752,0.52,0,0,0,0,0,0,0,0,0
12.436,11.35,54,ISRIC legacy profile data,NG12067_Bo15c-4,11.35,12.436,0-12,1,5.6,0.0194444,0.21,0,0,0,0,0,0,0,0,0
12.7300000000001,11.16,55,ISRIC legacy profile data,NG12067_Bo15c-5,11.16,12.73,0-20,1,6.4,0.0219512,0.36,0,0,0,0,0,0,0,0,0
13.03,11.66,56,ISRIC legacy profile data,NG12067_Bo15c-6,11.66,13.03,0-28,1,5.4,0.1121951,1.38,0,0,0,0,0,0,0,0,0
12.9300000000001,12.1100000000001,57,ISRIC legacy profile data,NG12067_Bo15c-7,12.11,12.93,0-13,1,6.1,0.089916,1.07,0,0,0,0,0,0,0,0,0
13.0070000000001,11.5700000000001,58,ISRIC legacy profile data,NG12067_Bo15c-9,11.57,13.007,0-13,1,6.6,0.0390244,0.64,0,0,0,0,0,0,0,0,0
11.792,11.0720000000001,59,ISRIC legacy profile data,NG12067_Bo15d-1,11.072,11.792,0-20,1,6.8,0.012987,0.6,0,0,0,0,0,0,0,0,0
11.3700000000001,11.0860000000001,60,ISRIC legacy profile data,NG12067_Bo15d-10,11.086,11.37,0-19,1,6.2,0.0119835,0.29,0,0,0,0,0,0,0,0,0
11.3700000000001,11.1300000000001,61,ISRIC legacy profile data,NG12067_Bo15d-2,11.13,11.37,0-20,1,7.4,0.0886792,0.94,0,0,0,0,0,0,0,0,0
14.0000000000001,12.0000000000001,62,ISRIC legacy profile data,NG12067_Bo15d-3,12,14,0-6,1,6.1,0.1297297,1.44,0,0,0,0,0,0,0,0,0
11.4900000000001,11.39,63,ISRIC legacy profile data,NG12067_Bo15d-5,11.39,11.49,0-10,1,6.5,0.0170455,0.3,0,0,0,0,0,0,0,0,0
10.97,11.7400000000001,64,ISRIC legacy profile data,NG12067_Bo15d-6,11.74,10.97,0-13,1,6.8,0.02,0.65,0,0,0,0,0,0,0,0,0
12.1300000000001,10.8200000000001,65,ISRIC legacy profile data,NG12067_Bo15d-7,10.82,12.13,0-20,1,6.2,0.027566,0.94,0,0,0,0,0,0,0,0,0
12.7620000000001,11.1660000000001,66,ISRIC legacy profile data,NG12067_Bo15e-1,11.166,12.762,0-20,1,6.9,0.0913793,1.06,0,0,0,0,0,0,0,0,0
12.8000000000001,11.01,67,ISRIC legacy profile data,NG12067_Bo15e-4,11.01,12.8,0-21,1,6.6,0.023,0.92,0,0,0,0,0,0,0,0,0
13.765,11.205,68,ISRIC legacy profile data,NG12067_Bo15g-1,11.205,13.765,0-17,1,6.5,0.020339,0.48,0,0,0,0,0,0,0,0,0
13.3650000000001,11.22,69,ISRIC legacy profile data,NG12067_Bo15g-2,11.22,13.365,0-15,1,5.8,0.1853659,1.52,0,0,0,0,0,0,0,0,0
12.0000000000001,11.2,70,ISRIC legacy profile data,NG12067_Bo15g-3,11.2,12,0-10,1,5.8,0.0304498,0.88,0,0,0,0,0,0,0,0,0
13.6800000000001,11.03,71,ISRIC legacy profile data,NG12067_Bo15g-4,11.03,13.68,0-20,1,6.5,0.0882883,0.98,0,0,0,0,0,0,0,0,0
12.2500000000001,10.5400000000001,72,ISRIC legacy profile data,NG12067_Bo16a-1,10.54,12.25,0-17,1,6,0.0471074,0.57,0,0,0,0,0,0,0,0,0
12.08,10.97,73,ISRIC legacy profile data,NG12067_Bo16a-2,10.97,12.08,0-20,1,6,0.023221,1.24,0,0,0,0,0,0,0,0,0
12.0700000000001,10.9900000000001,74,ISRIC legacy profile data,NG12067_Bo16a-3,10.99,12.07,0-24,1,7.7,0.1203883,1.24,0,0,0,0,0,0,0,0,0
12.0450000000001,11.0550000000001,75,ISRIC legacy profile data,NG12067_Bo16a-4,11.055,12.045,0-21,1,7.5,0.0429487,1.34,0,0,0,0,0,0,0,0,0
12.4950000000001,10.8630000000001,76,ISRIC legacy profile data,NG12067_Bo16a-5,10.863,12.495,0-18,1,5.5,0.1198347,1.45,0,0,0,0,0,0,0,0,0
12.1300000000001,10.4400000000001,77,ISRIC legacy profile data,NG12067_Bo16a-6,10.44,12.13,0-18,1,7.1,0.0230435,0.53,0,0,0,0,0,0,0,0,0
12.14,10.76,78,ISRIC legacy profile data,NG12067_Bo16a-7,10.76,12.14,0-12,1,7,0.0850746,2.85,0,0,0,0,0,0,0,0,0
11.1800000000001,11.6920000000001,79,ISRIC legacy profile data,NG12067_Bo18a-1,11.692,11.18,0-12,1,6.8,0.0390909,0.43,0,0,0,0,0,0,0,0,0
11.22,11.5000000000001,80,ISRIC legacy profile data,NG12067_Bo18a-2,11.5,11.22,0-12,1,5.8,0.0578947,0.66,0,0,0,0,0,0,0,0,0
11.088,11.677,81,ISRIC legacy profile data,NG12067_Bo18a-3,11.677,11.088,0-29,1,6.8,0.0440678,0.52,0,0,0,0,0,0,0,0,0
11.275,11.6650000000001,82,ISRIC legacy profile data,NG12067_Bo18a-4,11.665,11.275,0-12,1,6.7,0.04,0.48,0,0,0,0,0,0,0,0,0
13.5400000000001,12.6900000000001,83,ISRIC legacy profile data,NG12067_Bo1d-1,12.69,13.54,0-20,1,8.5,0.0229885,0.2,0,0,0,0,0,0,0,0,0
11.4,10.7,84,ISRIC legacy profile data,NG12067_Bo21b-8,10.7,11.4,0-20,1,6.6,0.0210117,0.54,0,0,0,0,0,0,0,0,0
12.4200000000001,9.90000000000003,85,ISRIC legacy profile data,NG12067_Bo22c-1,9.9,12.42,0-12,1,6.8,0.0120172,0.28,0,0,0,0,0,0,0,0,0
12.0500000000001,10.2,86,ISRIC legacy profile data,NG12067_Bo22c-3,10.2,12.05,0-17,1,6,0.0239852,0.65,0,0,0,0,0,0,0,0,0
11.96,10.3600000000001,87,ISRIC legacy profile data,NG12067_Bo22c-4,10.36,11.96,0-20,1,6.1,0.0140187,0.3,0,0,0,0,0,0,0,0,0
11.9,12.9,88,ISRIC legacy profile data,NG12067_Bo2a-10,12.9,11.9,0-23,1,7.1,0.0408805,0.65,0,0,0,0,0,0,0,0,0
11.046,12.8550000000001,89,ISRIC legacy profile data,NG12067_Bo2a-2,12.855,11.046,0-11,1,8,0.0319328,0.38,0,0,0,0,0,0,0,0,0
13.9200000000001,12.1,90,ISRIC legacy profile data,NG12067_Bo2a-3,12.1,13.92,0-55,1,7,0.1,0.8,0,0,0,0,0,0,0,0,0
11.51,12.4900000000001,91,ISRIC legacy profile data,NG12067_Bo2a-4,12.49,11.51,0-20,1,6.7,0.0539683,0.68,0,0,0,0,0,0,0,0,0
12.51,13.09,92,ISRIC legacy profile data,NG12067_Bo2a-5,13.09,12.51,0-35,1,5.9,0.0300752,0.4,0,0,0,0,0,0,0,0,0
11.16,12.83,93,ISRIC legacy profile data,NG12067_Bo2a-9,12.83,11.16,0-20,1,7.1,0.0631579,0.48,0,0,0,0,0,0,0,0,0
13.77,12.4300000000001,94,ISRIC legacy profile data,NG12067_Bo2b-11,12.43,13.77,0-54,1,8.9,0.04,0.6,0,0,0,0,0,0,0,0,0
13.9200000000001,12.1,95,ISRIC legacy profile data,NG12067_Bo2b-14,12.1,13.92,0-18,1,6.8,0.08,0.6,0,0,0,0,0,0,0,0,0
11.121,12.7660000000001,96,ISRIC legacy profile data,NG12067_Bo2b-17,12.766,11.121,0-42,1,6.1,0.0431193,0.47,0,0,0,0,0,0,0,0,0
13.7,12.96,97,ISRIC legacy profile data,NG12067_Bo2b-3,12.96,13.7,0-30,1,6.5,0.0300971,0.31,0,0,0,0,0,0,0,0,0
13.2900000000001,13.5500000000001,98,ISRIC legacy profile data,NG12067_Bo2b-4,13.55,13.29,0-33,1,7.9,0.06,0.3,0,0,0,0,0,0,0,0,0
13.585,12.9250000000001,99,ISRIC legacy profile data,NG12067_Bo2b-5,12.925,13.585,0-5,1,7.7,0.05,0.4,0,0,0,0,0,0,0,0,0
13.5700000000001,12.6900000000001,100,ISRIC legacy profile data,NG12067_Bo2b-6,12.69,13.57,0-30,1,8.6,0.01,0.3,0,0,0,0,0,0,0,0,0
13.77,12.47,101,ISRIC legacy profile data,NG12067_Bo2b-7,12.47,13.77,0-57,1,5.8,0.0909091,0.3,0,0,0,0,0,0,0,0,0
11.907,9.36100000000005,102,ISRIC legacy profile data,NG12067_GG15d-3,9.361,11.907,0-27,1,7.3,0.0697674,0.9,0,0,0,0,0,0,0,0,0
9.84000000000003,7.80000000000007,103,ISRIC legacy profile data,NG12067_GG15d-4,7.8,9.84,0-30,1,5.3,0.02,0.32,0,0,0,0,0,0,0,0,0
11.585,9.17000000000007,104,ISRIC legacy profile data,NG12067_GG15d-5,9.17,11.585,0-20,1,6.9,0.05,0.7,0,0,0,0,0,0,0,0,0
11.8170000000001,9.31500000000005,105,ISRIC legacy profile data,NG12067_GG15d-6,9.315,11.817,0-23,1,6.8,0.05,0.8,0,0,0,0,0,0,0,0,0
10.3550000000001,7.50200000000007,106,ISRIC legacy profile data,NG12067_GG15g-3,7.502,10.355,0-18,1,6.1,0,0.85,0,0,0,0,0,0,0,0,0
11.323,9.16100000000006,107,ISRIC legacy profile data,NG12067_GG18a-12,9.161,11.323,0-17,1,6.8,0.1096774,1.7,0,0,0,0,0,0,0,0,0
9.83900000000006,7.79900000000004,108,ISRIC legacy profile data,NG12067_GG18a-3,7.799,9.839,0-30,1,5.3,0,0,0,0,0,0,0,0,0,0,0
12.5070000000001,9.25100000000003,109,ISRIC legacy profile data,NG12067_GG18a-5,9.251,12.507,0-35,1,6.3,0.09,0.9,0,0,0,0,0,0,0,0,0
9.77000000000004,7.78000000000003,110,ISRIC legacy profile data,NG12067_GG18a-7,7.78,9.77,0-12,1,4.9,0.1202797,1.72,0,0,0,0,0,0,0,0,0
13.628,10.9030000000001,111,ISRIC legacy profile data,NG12067_GG18a-8,10.903,13.628,0-15,1,5.9,0.079646,0.9,0,0,0,0,0,0,0,0,0
9.81500000000005,7.84000000000003,112,ISRIC legacy profile data,NG12067_GG18a-9,7.84,9.815,0-16,1,6.4,0.0601504,0.8,0,0,0,0,0,0,0,0,0
12.5000000000001,9.20000000000005,113,ISRIC legacy profile data,NG12067_GG18b-2,9.2,12.5,0-37,1,6.5,0.04,0.6,0,0,0,0,0,0,0,0,0
9.80000000000007,7.90000000000003,114,ISRIC legacy profile data,NG12067_GG18b-6,7.9,9.8,0-37,1,5.2,0.0300885,0.34,0,0,0,0,0,0,0,0,0
11.1,7.25000000000006,115,ISRIC legacy profile data,NG12067_GG18c-10,7.25,11.1,0-20,1,5.8,0.05,0.7,0,0,0,0,0,0,0,0,0
11.256,8.66100000000006,116,ISRIC legacy profile data,NG12067_GG18c-3,8.661,11.256,0-20,1,6.1,0.1100478,2.3,0,0,0,0,0,0,0,0,0
11.1,8.80000000000007,117,ISRIC legacy profile data,NG12067_GG18c-4,8.8,11.1,0-26,1,6.3,0.06,0.9,0,0,0,0,0,0,0,0,0
11.3000000000001,7.80000000000007,118,ISRIC legacy profile data,NG12067_GG18c-8,7.8,11.3,0-10,1,6.1,0.06,1.2,0,0,0,0,0,0,0,0,0
9.96000000000004,7.30000000000007,119,ISRIC legacy profile data,NG12067_GG18d-1,7.3,9.96,0-18,1,6.4,0.0299145,0.35,0,0,0,0,0,0,0,0,0
11.3000000000001,8.70000000000005,120,ISRIC legacy profile data,NG12067_GG18d-11,8.7,11.3,0-18,1,6.1,0.08,1.2,0,0,0,0,0,0,0,0,0
11.2300000000001,8.82000000000005,121,ISRIC legacy profile data,NG12067_GG18d-12,8.82,11.23,0-12,1,6.1,0.0598802,1,0,0,0,0,0,0,0,0,0
10.1100000000001,7.69000000000005,122,ISRIC legacy profile data,NG12067_GG18d-16,7.69,10.11,0-7,1,6,0.0900901,1,0,0,0,0,0,0,0,0,0
9.91000000000003,7.64000000000004,123,ISRIC legacy profile data,NG12067_GG18d-2,7.64,9.91,0-27,1,5.1,0.02,0.24,0,0,0,0,0,0,0,0,0
10.1800000000001,7.66000000000003,124,ISRIC legacy profile data,NG12067_GG18d-4,7.66,10.18,0-10,1,5.9,0.0697674,0.9,0,0,0,0,0,0,0,0,0
11.15,8.75000000000006,125,ISRIC legacy profile data,NG12067_GG18d-5,8.75,11.15,0-12,1,6.4,0.08,1.6,0,0,0,0,0,0,0,0,0
9.97000000000003,7.24000000000007,126,ISRIC legacy profile data,NG12067_GG20a-1,7.24,9.97,0-18,1,6,0.02,0.31,0,0,0,0,0,0,0,0,0
11.0500000000001,7.80000000000007,127,ISRIC legacy profile data,NG12067_GG20a-11,7.8,11.05,0-12,1,5.3,0.1900826,2.3,0,0,0,0,0,0,0,0,0
11.4,7.58000000000004,128,ISRIC legacy profile data,NG12067_GG20a-12,7.58,11.4,0-13,1,5.2,0.1101695,1.3,0,0,0,0,0,0,0,0,0
9.98000000000008,7.24000000000007,129,ISRIC legacy profile data,NG12067_GG20a-2,7.24,9.98,0-10,1,6.4,0.0601626,0.74,0,0,0,0,0,0,0,0,0
10.97,7.84000000000003,130,ISRIC legacy profile data,NG12067_GG20a-3,7.84,10.97,0-17,1,6.2,0.1,0.9,0,0,0,0,0,0,0,0,0
11.33,7.79600000000005,131,ISRIC legacy profile data,NG12067_GG20a-5,7.796,11.33,0-13,1,6.1,0,0.32,0,0,0,0,0,0,0,0,0
11.2300000000001,7.79000000000002,132,ISRIC legacy profile data,NG12067_GG20a-6,7.79,11.23,0-14,1,6.5,0.1604938,1.3,0,0,0,0,0,0,0,0,0
11.4450000000001,7.76100000000002,133,ISRIC legacy profile data,NG12067_GG20a-7,7.761,11.445,0-23,1,6.6,0.1304348,1.2,0,0,0,0,0,0,0,0,0
10.65,7.11000000000007,134,ISRIC legacy profile data,NG12067_GG20b-1,7.11,10.65,0-10,1,5,0.1,1.2,0,0,0,0,0,0,0,0,0
11.9300000000001,11.14,135,ISRIC legacy profile data,NG12067_GG22b-1,11.14,11.93,0-10,1,5.1,0.3508772,2,0,0,0,0,0,0,0,0,0
10.6200000000001,7.25000000000006,136,ISRIC legacy profile data,NG12067_GG22b-2,7.25,10.62,0-7,1,5,0.2987013,2.3,0,0,0,0,0,0,0,0,0
10.3600000000001,7.47000000000003,137,ISRIC legacy profile data,NG12067_GG22b-3,7.47,10.36,0-12,1,5,0.3,3,0,0,0,0,0,0,0,0,0
11.7,9.00000000000006,138,ISRIC legacy profile data,NG12067_GG22c-1,9,11.7,0-36,1,6,0.04,0.4,0,0,0,0,0,0,0,0,0
11.3000000000001,8.65000000000003,139,ISRIC legacy profile data,NG12067_GG22c-2,8.65,11.3,0-14,1,6.9,0.11,2.2,0,0,0,0,0,0,0,0,0
9.73500000000007,8.19700000000006,140,ISRIC legacy profile data,NG12067_GG2a-1,8.197,9.735,0-10,1,5.6,0.1803419,2.11,0,0,0,0,0,0,0,0,0
12.8700000000001,9.11000000000007,141,ISRIC legacy profile data,NG12067_GG2a-10,9.11,12.87,0-25,1,6.2,0.08,1.2,0,0,0,0,0,0,0,0,0
12.1900000000001,9.27000000000004,142,ISRIC legacy profile data,NG12067_GG2a-11,9.27,12.19,0-12,1,6.6,0.05,1,0,0,0,0,0,0,0,0,0
9.72500000000002,8.18700000000007,143,ISRIC legacy profile data,NG12067_GG2a-2,8.187,9.725,0-20,1,4.9,0.2392157,2.44,0,0,0,0,0,0,0,0,0
12.3100000000001,9.52000000000004,144,ISRIC legacy profile data,NG12067_GG2b-2,9.52,12.31,0-24,1,6.5,0,0.83,0,0,0,0,0,0,0,0,0
9.33000000000004,12.01,145,ISRIC legacy profile data,NG12067_KN15a-1,12.01,9.33,0-10,1,6.7,0,0,0,0,0,0,0,0,0,0,0
9.47000000000003,12.0400000000001,146,ISRIC legacy profile data,NG12067_KN15a-2,12.04,9.47,0-13,1,6.4,0,0.2,0,0,0,0,0,0,0,0,0
8.46500000000003,11.6560000000001,147,ISRIC legacy profile data,NG12067_KN15c-19,11.656,8.465,0-5,1,8.1,0.1203008,1.6,0,0,0,0,0,0,0,0,0
8.47500000000002,11.6700000000001,148,ISRIC legacy profile data,NG12067_KN15c-20,11.67,8.475,0-16,1,5.7,0.0698413,0.44,0,0,0,0,0,0,0,0,0
8.46000000000004,11.64,149,ISRIC legacy profile data,NG12067_KN15c-21,11.64,8.46,0-8,1,7.1,0.0705882,0.36,0,0,0,0,0,0,0,0,0
8.45000000000005,11.64,150,ISRIC legacy profile data,NG12067_KN15c-22,11.64,8.45,0-15,1,6,0.0597222,0.43,0,0,0,0,0,0,0,0,0
9.35000000000002,11.8000000000001,151,ISRIC legacy profile data,NG12067_KN15g-3a,11.8,9.35,0-12,1,6.9,0.0190698,0.164,0,0,0,0,0,0,0,0,0
7.84000000000003,11.5600000000001,152,ISRIC legacy profile data,NG12067_KN16b-4,11.56,7.84,0-17,1,6.5,0.03,0.21,0,0,0,0,0,0,0,0,0
8.15500000000003,11.5450000000001,153,ISRIC legacy profile data,NG12067_KN18d-1,11.545,8.155,0-10,1,6.2,0,0,0,0,0,0,0,0,0,0,0
8.30000000000007,11.7,154,ISRIC legacy profile data,NG12067_KN18d-2,11.7,8.3,0-16,1,6,0.031,0.186,0,0,0,0,0,0,0,0,0
8.42400000000004,11.7,155,ISRIC legacy profile data,NG12067_KN24b-1,11.7,8.424,0-13,1,6.1,0.0021019,0.033,0,0,0,0,0,0,0,0,0
10.5700000000001,12.7900000000001,156,ISRIC legacy profile data,NG12067_KN2a-05,12.79,10.57,0-13,1,6.7,0.0398374,0.49,0,0,0,0,0,0,0,0,0
8.42600000000004,12.633,157,ISRIC legacy profile data,NG12067_KN2a-06,12.633,8.426,0-12,1,6.9,0.2306818,2.03,0,0,0,0,0,0,0,0,0
9.69200000000006,12.6200000000001,158,ISRIC legacy profile data,NG12067_KN3a-04,12.62,9.692,0-10,1,6,0.0698113,0.74,0,0,0,0,0,0,0,0,0
8.10000000000002,12.7,159,ISRIC legacy profile data,NG12068_KD15a-01,12.7,8.1,0-8,1,6.8,0.029932,0.44,0,0,0,0,0,0,0,0,0
7.90000000000003,10.2400000000001,160,ISRIC legacy profile data,NG12068_KD15f-01,10.24,7.9,0-5,1,6.2,0.05,1.05,0,0,0,0,0,0,0,0,0
8.40000000000003,9.73000000000008,161,ISRIC legacy profile data,NG12068_KD15f-04,9.73,8.4,0-8,1,6,0,0,0,0,0,0,0,0,0,0,0
8.51000000000005,9.67000000000007,162,ISRIC legacy profile data,NG12068_KD15f-05,9.67,8.51,0-9,1,5,0,0,0,0,0,0,0,0,0,0,0
8.60000000000002,10.1300000000001,163,ISRIC legacy profile data,NG12068_KD15f-07,10.13,8.6,0-9,1,6,0,0,0,0,0,0,0,0,0,0,0
8.50000000000006,9.67000000000007,164,ISRIC legacy profile data,NG12068_KD15f-08,9.67,8.5,0-9,1,5.1,0.0360285,1.769,0,0,0,0,0,0,0,0,0
8.49000000000007,9.65000000000003,165,ISRIC legacy profile data,NG12068_KD15f-11,9.65,8.49,0-8,1,5.8,0.0489462,2.183,0,0,0,0,0,0,0,0,0
